,GTD ID,DATE,REGION,COUNTRY,CITY,Latitude,Longitude,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED
158,201607220090,7/22/16,Middle East & North Africa,West Bank and Gaza Strip,Wadi Fukin,31.70666,35.1037,Israeli settlers,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
159,201607200036,7/20/16,Middle East & North Africa,West Bank and Gaza Strip,Duma,33.56933,36.39694,Israeli settlers,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
160,201607200033,7/20/16,Middle East & North Africa,Israel,Metula,33.27804,35.57771,Unknown,Armed Assault,Firearms,Military,0,0
161,201607180030,7/18/16,Middle East & North Africa,West Bank and Gaza Strip,Al-Aroub,34.28239,35.8943,Palestinian Extremists,Armed Assault,Melee,Military,1,2
162,201607170018,7/17/16,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Palestinian Extremists,"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Melee,Chemical",Transportation,0,0
163,201607090031,7/9/16,Middle East & North Africa,West Bank and Gaza Strip,Tekoa,47.2268,-117.07351,Palestinian Extremists,Armed Assault,Firearms,Private Citizens & Property,0,1
164,201607060034,7/6/16,North America,United States,St. Louis,38.62775,-90.19956,Black Hebrew Israelites (suspected),Facility/Infrastructure Attack,Incendiary,Religious Figures/Institutions,0,0
165,201607060021,7/6/16,Middle East & North Africa,West Bank and Gaza Strip,Neve Daniel,31.67826,35.14343,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,0,4
166,201607050044,7/5/16,North America,United States,St. Louis,38.62775,-90.19956,Black Hebrew Israelites (suspected),Facility/Infrastructure Attack,Incendiary,Religious Figures/Institutions,0,0
167,201607050023,7/5/16,Middle East & North Africa,West Bank and Gaza Strip,Ariel,45.98977,-122.53664,Palestinian Extremists,Armed Assault,Melee,Military,0,1
168,201607040048,7/4/16,North America,United States,St. Louis,38.62775,-90.19956,Black Hebrew Israelites (suspected),Facility/Infrastructure Attack,Incendiary,Religious Figures/Institutions,0,0
169,201607010014,7/1/16,Middle East & North Africa,Israel,Sderot,31.52611,34.59753,"Ahfad al-Sahaba-Aknaf Bayt al-Maqdis,Hamas (Islamic Resistance Movement)",Bombing/Explosion,Explosives/Bombs/Dynamite,Educational Institution,0,0
170,201607010003,7/1/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Police,1,0
171,201606300006,6/30/16,Middle East & North Africa,Israel,Netanya,32.3081,34.8548,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,1,2
172,201606270022,6/27/16,Middle East & North Africa,West Bank and Gaza Strip,Bethlehem,31.70425,35.2063,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
173,201606210020,6/21/16,Middle East & North Africa,West Bank and Gaza Strip,Israel,31.78004,35.21874,Palestinian Extremists,Armed Assault,"Incendiary,Other",Private Citizens & Property,1,6
174,201606100059,6/10/16,Middle East & North Africa,Israel,Yafa,25.28361,51.5461,Israeli extremists,Facility/Infrastructure Attack,Incendiary,Private Citizens & Property,0,0
175,201606100029,6/10/16,Middle East & North Africa,West Bank and Gaza Strip,Bayt Furik,32.18129,35.33628,Palestinian Extremists,Armed Assault,Melee,Military,0,1
176,201606080019,6/8/16,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Private Citizens & Property,4,17
177,201606020036,6/2/16,Middle East & North Africa,West Bank and Gaza Strip,Anabta,32.30935,35.11401,Palestinian Extremists,Armed Assault,Melee,Military,1,0
178,201605300041,5/30/16,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Palestinian Extremists,Armed Assault,Melee,Military,0,1
179,201605230036,5/23/16,Middle East & North Africa,West Bank and Gaza Strip,Givon HaHadasha,31.84734,35.15975,Palestinian Extremists,Armed Assault,Melee,Police,1,0
180,201605210024,5/21/16,Middle East & North Africa,West Bank and Gaza Strip,Tekoa,47.2268,-117.07351,Palestinian Extremists,Armed Assault,Firearms,Transportation,0,0
181,201605160039,5/16/16,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1
182,201605100038,5/10/16,Middle East & North Africa,West Bank and Gaza Strip,Hizma,41.00735,29.21456,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
183,201605080053,5/8/16,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Palestinian Extremists (suspected),Facility/Infrastructure Attack,Incendiary,Military,0,7
184,201605060013,5/6/16,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
185,201605050022,5/5/16,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
186,201605050021,5/5/16,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
187,201605050020,5/5/16,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
188,201605040029,5/4/16,Middle East & North Africa,Israel,Israel,31.78004,35.21874,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
189,201605040028,5/4/16,Middle East & North Africa,Israel,Israel,31.78004,35.21874,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
190,201605040027,5/4/16,Middle East & North Africa,Israel,Israel,31.78004,35.21874,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
191,201605040026,5/4/16,Middle East & North Africa,Israel,Israel,31.78004,35.21874,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
192,201605040025,5/4/16,Middle East & North Africa,Israel,Israel,31.78004,35.21874,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
193,201605030044,5/2/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1
194,201605030043,5/3/16,Middle East & North Africa,West Bank and Gaza Strip,Ein Arik,31.90814,35.1418,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,3
195,201605030021,5/3/16,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Military,0,0
196,201605010058,5/1/16,Middle East & North Africa,Israel,Modiin,31.93212,35.04581,Unknown,Hostage Taking (Kidnapping),Unknown,Private Citizens & Property,0,0
197,201604280041,4/28/16,Middle East & North Africa,West Bank and Gaza Strip,Beit Horon,31.87699,35.12874,Palestinian Extremists,Armed Assault,Melee,Military,0,1
198,201604270023,4/27/16,Middle East & North Africa,West Bank and Gaza Strip,Qalandiyah,12.69053,53.49,Palestinian Extremists,Armed Assault,Melee,Police,2,0
199,201604180006,4/18/16,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,1,21
200,201604140037,4/14/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Israeli extremists,Unarmed Assault,Melee,Private Citizens & Property,0,1
201,201604140028,4/14/16,Middle East & North Africa,West Bank and Gaza Strip,Al-Aroub,34.28239,35.8943,Hamas (Islamic Resistance Movement),Armed Assault,Melee,Military,1,0
202,201604100040,4/10/16,Middle East & North Africa,West Bank and Gaza Strip,Jabaliya,30.50196,77.81834,Hamas (Islamic Resistance Movement),Armed Assault,Firearms,Military,0,0
203,201604080028,4/8/16,Middle East & North Africa,Israel,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
204,201604030051,4/3/16,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,32.11939,35.24972,Palestinian Extremists,Armed Assault,Melee,Military,0,0
205,201604030050,4/3/16,Middle East & North Africa,Israel,Rosh Haayin,32.09714,34.95847,Unknown,Armed Assault,Melee,Private Citizens & Property,0,1
206,201603240017,3/24/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Military,2,1
207,201603200016,3/20/16,Middle East & North Africa,West Bank and Gaza Strip,Duma,33.56933,36.39694,Israeli settlers (suspected),Armed Assault,Incendiary,Private Citizens & Property,0,2
208,201603190014,3/19/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Police,1,1
209,201603190005,3/19/16,Middle East & North Africa,Turkey,Istanbul,41.06071,28.98772,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Explosives/Bombs/Dynamite,"Private Citizens & Property,Private Citizens & Property",5,36
210,201603180009,3/18/16,Middle East & North Africa,West Bank and Gaza Strip,Gush Etzion,,,Palestinian Extremists,Armed Assault,Melee,Military,1,0
211,201603170013,3/17/16,Middle East & North Africa,West Bank and Gaza Strip,Ariel,45.98977,-122.53664,Palestinian Extremists,Armed Assault,Melee,Military,2,1
212,201603140031,3/14/16,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,31.54298,35.12239,"Al-Aqsa Martyrs Brigade,Hamas (Islamic Resistance Movement)",Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,3
213,201603140030,3/14/16,Middle East & North Africa,West Bank and Gaza Strip,Kiryat Arba,31.54298,35.12239,Palestinian Extremists,Armed Assault,"Firearms,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,2,1
214,201603110017,3/11/16,Middle East & North Africa,West Bank and Gaza Strip,Otniel,31.43926,35.0301,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
215,201603110016,3/11/16,Middle East & North Africa,West Bank and Gaza Strip,Beit Horon,31.87699,35.12874,Palestinian Extremists,Armed Assault,Firearms,Military,0,2
216,201603110010,3/11/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1
217,201603090004,3/9/16,Middle East & North Africa,West Bank and Gaza Strip,Quedumim,,,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,0
218,201603090003,3/9/16,Middle East & North Africa,West Bank and Gaza Strip,Salfit,32.08512,35.18238,Palestinian Extremists,Armed Assault,Melee,Military,1,0
219,201603090002,3/9/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Firearms,"Police,Private Citizens & Property",2,1
220,201603090001,3/9/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Firearms,Transportation,0,0
221,201603080007,3/8/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Hamas (Islamic Resistance Movement),Armed Assault,Melee,Police,1,0
222,201603080006,3/8/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,1,2
223,201603080005,3/8/16,Middle East & North Africa,Israel,Petah Tikva,32.09463,34.88576,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,1,1
224,201603080004,3/8/16,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Hamas (Islamic Resistance Movement) (suspected),Armed Assault,Melee,Private Citizens & Property,0,3
225,201603080003,3/8/16,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Hamas (Islamic Resistance Movement) (suspected),Armed Assault,Melee,Private Citizens & Property,0,3
226,201603080002,3/8/16,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Hamas (Islamic Resistance Movement) (suspected),Armed Assault,Melee,"Private Citizens & Property,Private Citizens & Property,Private Citizens & Property",2,4
227,201603070051,3/7/16,Middle East & North Africa,West Bank and Gaza Strip,Bethlehem,31.70425,35.2063,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,0,0
228,201603040026,3/4/16,Middle East & North Africa,West Bank and Gaza Strip,Gush Etzion,,,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,1
229,201603030038,3/3/16,Middle East & North Africa,West Bank and Gaza Strip,Rechelim,32.10209,35.25551,Palestinian Extremists,Armed Assault,Firearms,Police,0,1
230,201603030037,3/3/16,Middle East & North Africa,West Bank and Gaza Strip,Auja,11.51396,-16.18315,Palestinian Extremists,Armed Assault,Melee,Police,0,1
231,201603020042,3/2/16,Middle East & North Africa,West Bank and Gaza Strip,Har Bracha,,,Palestinian Extremists,Armed Assault,Melee,Military,0,2
232,201603020041,3/2/16,Middle East & North Africa,West Bank and Gaza Strip,Eli,32.06974,35.26375,Palestinian Extremists,Armed Assault,"Melee,Melee",Military,0,1
233,201602260029,2/26/16,Middle East & North Africa,West Bank and Gaza Strip,Beit El,34.39325,36.05059,Palestinian Extremists,Armed Assault,Melee,Military,1,0
234,201602240046,2/24/16,Middle East & North Africa,West Bank and Gaza Strip,Alon Shvut,31.65562,35.12416,Palestinian Extremists,Armed Assault,Melee,Military,1,1
235,201602210059,2/21/16,Middle East & North Africa,West Bank and Gaza Strip,Tapuah,32.11939,35.24972,Palestinian Extremists,Armed Assault,Melee,Military,0,0
236,201602210058,2/21/16,Middle East & North Africa,West Bank and Gaza Strip,Bani Naim,31.52094,35.16166,Palestinian Extremists,Armed Assault,Melee,Military,0,0
237,201602210044,2/21/16,Middle East & North Africa,West Bank and Gaza Strip,Bitot,49.20311,-0.40907,Palestinian Extremists,Armed Assault,Melee,Military,1,0
238,201602190065,2/19/16,Middle East & North Africa,West Bank and Gaza Strip,Bayt Fajar,,,Palestinian Extremists,Armed Assault,Firearms,Military,1,1
239,201602190063,2/19/16,Middle East & North Africa,West Bank and Gaza Strip,Ramallah,31.90132,35.19986,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,1,0
240,201602190062,2/19/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,1,3
241,201602180050,2/18/16,Middle East & North Africa,West Bank and Gaza Strip,Shaar Binyamin,,,Palestinian Extremists,Armed Assault,Melee,"Business,Military",2,2
242,201602150040,2/15/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,0,0
243,201602140028,2/14/16,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,0
244,201602140025,2/14/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Police,0,1
245,201602140024,2/14/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Firearms,Police,2,0
246,201602140023,2/14/16,Middle East & North Africa,West Bank and Gaza Strip,Arake,9.47031,118.52565,Palestinian Extremists,Armed Assault,"Firearms,Melee",Military,2,0
247,201602140022,2/14/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,1,0
248,201602130030,2/13/16,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinian Extremists,Armed Assault,Melee,Military,1,1
249,201602090037,2/9/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,Armed Assault,Melee,Police,0,0
250,201602070024,2/7/16,Middle East & North Africa,Israel,Ashkelon,31.66667,34.56971,Unknown,Armed Assault,Melee,Military,1,1
251,201602060068,2/6/16,Middle East & North Africa,Israel,Rahat,31.39219,34.75696,Unknown,Armed Assault,Melee,Private Citizens & Property,0,1
252,201602050062,2/5/16,Middle East & North Africa,West Bank and Gaza Strip,Halhul,31.57849,35.10273,Palestinian Extremists,Armed Assault,Incendiary,Military,1,0
253,201602040031,2/4/16,Middle East & North Africa,Israel,Ramla,31.92684,34.87119,Palestinian Extremists,Armed Assault,Melee,Private Citizens & Property,0,1
254,201602030002,2/3/16,Middle East & North Africa,West Bank and Gaza Strip,Jerusalem,31.78004,35.21874,Palestinian Extremists,"Bombing/Explosion,Armed Assault","Explosives/Bombs/Dynamite,Firearms,Melee",Police,4,1
255,201602010009,2/1/16,Middle East & North Africa,West Bank and Gaza Strip,Salit,32.24259,35.04997,Palestinian Extremists,Armed Assault,Melee,Military,1,0
256,201601310029,1/31/16,Middle East & North Africa,West Bank and Gaza Strip,Beit Ur al-Tahta,31.89542,35.08414,Palestinian Extremists,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Military,0,1
